,date,min,avg,max
3629,1984-08-17,75.0 °F,77.9 °F,82.0 °F
3630,1984-08-18,70.0 °F,75.7 °F,82.0 °F
3631,1984-08-19,70.0 °F,73.5 °F,77.0 °F
3632,1984-08-20,68.0 °F,73.3 °F,78.1 °F
3633,1984-08-21,66.0 °F,76.5 °F,82.0 °F
3634,1984-08-22,71.1 °F,79.9 °F,84.9 °F
3635,1984-08-23,66.0 °F,70.2 °F,78.1 °F
3636,1984-08-24,66.0 °F,69.7 °F,73.0 °F
3637,1984-08-25,64.9 °F,73.0 °F,80.1 °F
3638,1984-08-26,68.0 °F,76.6 °F,84.0 °F
3639,1984-08-27,73.0 °F,79.5 °F,84.0 °F
3640,1984-08-28,73.9 °F,82.8 °F,91.9 °F
3641,1984-08-29,80.1 °F,84.1 °F,93.0 °F
3642,1984-08-30,71.1 °F,78.4 °F,90.0 °F
3643,1984-08-31,64.0 °F,73.3 °F,79.0 °F
3644,1984-09-01,62.1 °F,75.8 °F,93.0 °F
3645,1984-09-02,77.0 °F,82.5 °F,90.0 °F
3646,1984-09-03,61.0 °F,66.2 °F,73.9 °F
3647,1984-09-04,60.1 °F,66.1 °F,71.1 °F
3648,1984-09-05,62.1 °F,65.3 °F,68.0 °F
3649,1984-09-06,60.1 °F,66.5 °F,73.0 °F
3650,1984-09-07,66.9 °F,75.9 °F,86.0 °F
3651,1984-09-08,68.0 °F,73.6 °F,82.9 °F
3652,1984-09-09,66.0 °F,70.3 °F,77.0 °F
3653,1984-09-10,68.0 °F,71.4 °F,75.0 °F
3654,1984-09-11,66.0 °F,67.9 °F,71.1 °F
3655,1984-09-12,64.9 °F,73.3 °F,82.9 °F
3656,1984-09-13,64.9 °F,74.5 °F,82.0 °F
3657,1984-09-14,60.1 °F,63.8 °F,68.0 °F
3658,1984-09-15,51.1 °F,57.4 °F,62.1 °F
3659,1984-09-16,52.0 °F,58.9 °F,64.9 °F
3660,1984-09-17,54.0 °F,61.9 °F,69.1 °F
3661,1984-09-18,55.9 °F,65.7 °F,75.0 °F
3662,1984-09-19,62.1 °F,73.6 °F,86.0 °F
3663,1984-09-20,68.0 °F,72.3 °F,82.9 °F
3664,1984-09-21,64.0 °F,68.2 °F,73.9 °F
3665,1984-09-22,68.0 °F,71.7 °F,75.9 °F
3666,1985-06-21,64.0 °F,73.0 °F,82.9 °F
3667,1985-06-22,64.9 °F,74.8 °F,81.0 °F
3668,1985-06-23,72.0 °F,78.3 °F,84.0 °F
3669,1985-06-24,64.0 °F,69.1 °F,84.0 °F
3670,1985-06-25,53.1 °F,67.7 °F,73.9 °F
3671,1985-06-26,70.0 °F,75.5 °F,81.0 °F
3672,1985-06-27,69.1 °F,72.9 °F,80.1 °F
3673,1985-06-28,66.9 °F,69.6 °F,72.0 °F
3674,1985-06-29,64.0 °F,68.2 °F,72.0 °F
3675,1985-06-30,62.1 °F,66.2 °F,69.1 °F
3676,1985-07-01,64.9 °F,70.2 °F,73.0 °F
3677,1985-07-02,68.0 °F,74.1 °F,82.0 °F
3678,1985-07-03,68.0 °F,73.7 °F,80.1 °F
3679,1985-07-04,73.0 °F,79.4 °F,88.0 °F
3680,1985-07-05,70.0 °F,75.9 °F,82.9 °F
3681,1985-07-06,66.0 °F,72.1 °F,78.1 °F
3682,1985-07-07,71.1 °F,80.4 °F,90.0 °F
3683,1985-07-08,78.1 °F,85.9 °F,91.0 °F
3684,1985-07-09,75.0 °F,79.9 °F,89.1 °F
3685,1985-07-10,69.1 °F,73.1 °F,77.0 °F
3686,1985-07-11,70.0 °F,74.6 °F,80.1 °F
3687,1985-07-12,71.1 °F,77.2 °F,82.9 °F
3688,1985-07-13,75.0 °F,83.1 °F,93.0 °F
3689,1985-07-14,73.0 °F,81.4 °F,90.0 °F
3690,1985-07-15,73.9 °F,77.9 °F,84.9 °F
3691,1985-07-16,70.0 °F,73.2 °F,75.9 °F
3692,1985-07-17,68.0 °F,73.6 °F,75.9 °F
3693,1985-07-18,70.0 °F,77.6 °F,84.9 °F
3694,1985-07-19,75.0 °F,79.6 °F,84.9 °F
3695,1985-07-20,72.0 °F,75.4 °F,82.0 °F
3696,1985-07-21,72.0 °F,77.9 °F,84.9 °F
3697,1985-07-22,70.0 °F,75.8 °F,86.0 °F
3698,1985-07-23,66.0 °F,71.1 °F,75.0 °F
3699,1985-07-24,70.0 °F,78.4 °F,88.0 °F
3700,1985-07-25,77.0 °F,80.7 °F,86.0 °F
3701,1985-07-26,66.0 °F,72.4 °F,79.0 °F
3702,1985-07-27,68.0 °F,76.0 °F,80.1 °F
3703,1985-07-28,73.9 °F,79.1 °F,84.9 °F
3704,1985-07-29,73.9 °F,79.5 °F,84.0 °F
3705,1985-07-30,70.0 °F,71.7 °F,73.9 °F
3706,1985-07-31,66.0 °F,68.2 °F,70.0 °F
3707,1985-08-01,64.9 °F,69.4 °F,73.9 °F
3708,1985-08-02,68.0 °F,71.9 °F,75.0 °F
3709,1985-08-03,66.9 °F,73.8 °F,79.0 °F
3710,1985-08-04,69.1 °F,73.0 °F,77.0 °F
3711,1985-08-05,68.0 °F,75.6 °F,84.0 °F
3712,1985-08-06,73.9 °F,80.6 °F,88.0 °F
3713,1985-08-07,72.0 °F,77.6 °F,81.0 °F
3714,1985-08-08,70.0 °F,78.1 °F,84.0 °F
3715,1985-08-09,71.1 °F,79.0 °F,87.1 °F
3716,1985-08-10,70.0 °F,75.9 °F,82.9 °F
3717,1985-08-11,69.1 °F,72.8 °F,75.0 °F
3718,1985-08-12,68.0 °F,74.8 °F,84.9 °F
3719,1985-08-13,73.0 °F,78.2 °F,82.9 °F
3720,1985-08-14,72.0 °F,73.5 °F,75.0 °F
3721,1985-08-15,66.0 °F,70.6 °F,73.9 °F
3722,1985-08-16,66.9 °F,72.4 °F,75.9 °F
3723,1985-08-17,70.0 °F,76.6 °F,84.0 °F
3724,1985-08-18,72.0 °F,76.7 °F,82.9 °F
3725,1985-08-19,64.0 °F,69.6 °F,75.9 °F
3726,1985-08-20,64.0 °F,67.3 °F,72.0 °F
3727,1985-08-21,64.0 °F,67.6 °F,72.0 °F
3728,1985-08-22,66.0 °F,70.1 °F,72.0 °F
3729,1985-08-23,68.0 °F,72.8 °F,80.1 °F
3730,1985-08-24,59.0 °F,70.8 °F,77.0 °F
3731,1985-08-25,63.0 °F,68.0 °F,73.0 °F
3732,1985-08-26,63.0 °F,69.7 °F,73.9 °F
3733,1985-08-27,66.0 °F,73.3 °F,80.1 °F
3734,1985-08-28,70.0 °F,76.1 °F,81.0 °F
3735,1985-08-29,70.0 °F,77.3 °F,82.9 °F
3736,1985-08-30,70.0 °F,71.2 °F,77.0 °F
3737,1985-08-31,66.9 °F,70.6 °F,77.0 °F
3738,1985-09-01,70.0 °F,76.5 °F,81.0 °F
3739,1985-09-02,70.0 °F,73.5 °F,77.0 °F
3740,1985-09-03,73.9 °F,81.1 °F,87.1 °F
3741,1985-09-04,75.0 °F,79.2 °F,84.9 °F
3742,1985-09-05,75.0 °F,79.8 °F,89.1 °F
3743,1985-09-06,77.0 °F,82.5 °F,88.0 °F
3744,1985-09-07,78.1 °F,86.4 °F,93.9 °F
3745,1985-09-08,66.0 °F,80.8 °F,91.9 °F
3746,1985-09-09,68.0 °F,75.6 °F,87.1 °F
3747,1985-09-10,64.9 °F,67.5 °F,78.1 °F
3748,1985-09-11,63.0 °F,64.4 °F,66.0 °F
3749,1985-09-12,60.1 °F,62.5 °F,64.9 °F
3750,1985-09-13,55.9 °F,60.5 °F,64.0 °F
3751,1985-09-14,55.9 °F,61.7 °F,66.9 °F
3752,1985-09-15,60.1 °F,65.5 °F,71.1 °F
3753,1985-09-16,57.9 °F,68.7 °F,78.1 °F
3754,1985-09-17,66.0 °F,72.1 °F,80.1 °F
3755,1985-09-18,71.1 °F,78.8 °F,86.0 °F
3756,1985-09-19,72.0 °F,79.9 °F,86.0 °F
3757,1985-09-20,70.0 °F,78.2 °F,84.9 °F
3758,1985-09-21,61.0 °F,64.5 °F,70.0 °F
3759,1985-09-22,64.9 °F,68.4 °F,71.1 °F
3760,1986-06-21,64.9 °F,79.6 °F,91.9 °F
3761,1986-06-22,72.0 °F,82.6 °F,91.0 °F
3762,1986-06-23,70.0 °F,78.4 °F,84.0 °F
3763,1986-06-24,55.9 °F,62.8 °F,82.9 °F
3764,1986-06-25,55.9 °F,64.4 °F,72.0 °F
3765,1986-06-26,66.0 °F,77.8 °F,90.0 °F
3766,1986-06-27,69.1 °F,77.4 °F,88.0 °F
3767,1986-06-28,69.1 °F,72.3 °F,77.0 °F
3768,1986-06-29,69.1 °F,77.1 °F,82.0 °F
3769,1986-06-30,62.1 °F,64.6 °F,72.0 °F
3770,1986-07-01,62.1 °F,64.6 °F,68.0 °F
3771,1986-07-02,61.0 °F,68.3 °F,77.0 °F
3772,1986-07-03,62.1 °F,68.1 °F,72.0 °F
3773,1986-07-04,69.1 °F,77.5 °F,87.1 °F
3774,1986-07-05,77.0 °F,84.9 °F,91.0 °F
3775,1986-07-06,78.1 °F,86.2 °F,91.9 °F
3776,1986-07-07,70.0 °F,76.6 °F,91.0 °F
3777,1986-07-08,69.1 °F,76.2 °F,84.9 °F
3778,1986-07-09,66.9 °F,70.7 °F,80.1 °F
3779,1986-07-10,66.9 °F,71.3 °F,75.0 °F
3780,1986-07-11,69.1 °F,73.7 °F,82.0 °F
3781,1986-07-12,72.0 °F,77.3 °F,84.0 °F
3782,1986-07-13,72.0 °F,81.1 °F,87.1 °F
3783,1986-07-14,70.0 °F,75.0 °F,84.0 °F
3784,1986-07-15,68.0 °F,77.9 °F,89.1 °F
3785,1986-07-16,75.0 °F,87.6 °F,93.9 °F
3786,1986-07-17,80.1 °F,89.1 °F,93.9 °F
3787,1986-07-18,80.1 °F,89.6 °F,95.0 °F
3788,1986-07-19,82.9 °F,90.0 °F,97.0 °F
3789,1986-07-20,75.0 °F,81.3 °F,93.9 °F
3790,1986-07-21,72.0 °F,78.1 °F,81.0 °F
3791,1986-07-22,73.9 °F,80.0 °F,84.0 °F
3792,1986-07-23,75.9 °F,81.2 °F,86.0 °F
3793,1986-07-24,77.0 °F,84.5 °F,90.0 °F
3794,1986-07-25,71.1 °F,79.6 °F,89.1 °F
3795,1986-07-26,72.0 °F,77.1 °F,81.0 °F
3796,1986-07-27,70.0 °F,79.2 °F,84.0 °F
3797,1986-07-28,71.1 °F,79.3 °F,86.0 °F
3798,1986-07-29,73.0 °F,77.2 °F,80.1 °F
3799,1986-07-30,72.0 °F,78.9 °F,84.0 °F
3800,1986-07-31,66.0 °F,79.1 °F,90.0 °F
3801,1986-08-01,71.1 °F,78.2 °F,81.0 °F
3802,1986-08-02,68.0 °F,76.4 °F,80.1 °F
3803,1986-08-03,64.0 °F,73.1 °F,80.1 °F
3804,1986-08-04,68.0 °F,76.9 °F,81.0 °F
3805,1986-08-05,72.0 °F,77.1 °F,81.0 °F
3806,1986-08-06,66.9 °F,71.8 °F,75.9 °F
3807,1986-08-07,69.1 °F,73.3 °F,79.0 °F
3808,1986-08-08,70.0 °F,76.9 °F,82.9 °F
3809,1986-08-09,70.0 °F,79.0 °F,82.9 °F
3810,1986-08-10,70.0 °F,75.0 °F,80.1 °F
3811,1986-08-11,63.0 °F,70.0 °F,77.0 °F
3812,1986-08-12,62.1 °F,71.0 °F,75.9 °F
3813,1986-08-13,66.0 °F,72.6 °F,75.9 °F
3814,1986-08-14,70.0 °F,75.8 °F,82.0 °F
3815,1986-08-15,73.0 °F,77.9 °F,82.0 °F
3816,1986-08-16,70.0 °F,77.8 °F,82.0 °F
3817,1986-08-17,72.0 °F,76.5 °F,80.1 °F
3818,1986-08-18,70.0 °F,74.2 °F,77.0 °F
3819,1986-08-19,69.1 °F,75.3 °F,79.0 °F
3820,1986-08-20,71.1 °F,77.3 °F,82.0 °F
3821,1986-08-21,72.0 °F,74.7 °F,77.0 °F
3822,1986-08-22,70.0 °F,75.3 °F,82.0 °F
3823,1986-08-23,72.0 °F,76.0 °F,82.9 °F
3824,1986-08-24,70.0 °F,73.1 °F,75.9 °F
3825,1986-08-25,68.0 °F,73.9 °F,82.9 °F
3826,1986-08-26,66.0 °F,76.1 °F,84.0 °F
3827,1986-08-27,60.1 °F,63.0 °F,70.0 °F
3828,1986-08-28,51.1 °F,60.4 °F,66.9 °F
3829,1986-08-29,54.0 °F,64.3 °F,70.0 °F
3830,1986-08-30,57.9 °F,69.1 °F,75.9 °F
3831,1986-08-31,62.1 °F,71.6 °F,77.0 °F
3832,1986-09-01,64.9 °F,73.4 °F,80.1 °F
3833,1986-09-02,70.0 °F,74.3 °F,78.1 °F
3834,1986-09-03,71.1 °F,76.1 °F,82.0 °F
3835,1986-09-04,71.1 °F,76.3 °F,82.0 °F
3836,1986-09-05,64.0 °F,72.0 °F,79.0 °F
3837,1986-09-06,60.1 °F,64.3 °F,71.1 °F
3838,1986-09-07,53.1 °F,60.9 °F,66.0 °F
3839,1986-09-08,53.1 °F,64.4 °F,75.0 °F
3840,1986-09-09,60.1 °F,67.8 °F,73.0 °F
3841,1986-09-10,71.1 °F,77.7 °F,87.1 °F
3842,1986-09-11,71.1 °F,75.0 °F,84.0 °F
3843,1986-09-12,59.0 °F,64.9 °F,70.0 °F
3844,1986-09-13,57.9 °F,64.7 °F,71.1 °F
3845,1986-09-14,60.1 °F,62.7 °F,66.9 °F
3846,1986-09-15,59.0 °F,67.6 °F,78.1 °F
3847,1986-09-16,52.0 °F,57.5 °F,61.0 °F
3848,1986-09-17,55.0 °F,61.4 °F,66.9 °F
3849,1986-09-18,60.1 °F,64.2 °F,66.9 °F
3850,1986-09-19,61.0 °F,65.6 °F,70.0 °F
3851,1986-09-20,61.0 °F,63.8 °F,68.0 °F
3852,1986-09-21,61.0 °F,66.7 °F,75.9 °F
3853,1986-09-22,68.0 °F,76.1 °F,84.9 °F
3854,1987-06-21,79.0 °F,82.6 °F,90.0 °F
3855,1987-06-22,75.0 °F,77.4 °F,80.1 °F
3856,1987-06-23,73.9 °F,79.0 °F,82.9 °F
3857,1987-06-24,77.0 °F,80.9 °F,86.0 °F
3858,1987-06-25,69.1 °F,73.7 °F,77.0 °F
3859,1987-06-26,66.0 °F,71.4 °F,75.0 °F
3860,1987-06-27,60.1 °F,68.0 °F,73.9 °F
3861,1987-06-28,64.0 °F,73.6 °F,80.1 °F
3862,1987-06-29,69.1 °F,75.3 °F,81.0 °F
3863,1987-06-30,68.0 °F,71.5 °F,80.1 °F
3864,1987-07-01,69.1 °F,70.1 °F,72.0 °F
3865,1987-07-02,68.0 °F,72.6 °F,82.0 °F
3866,1987-07-03,73.9 °F,77.8 °F,81.0 °F
3867,1987-07-04,70.0 °F,73.8 °F,75.9 °F
3868,1987-07-05,71.1 °F,73.1 °F,75.9 °F
3869,1987-07-06,72.0 °F,75.9 °F,80.1 °F
3870,1987-07-07,71.1 °F,79.3 °F,84.9 °F
3871,1987-07-08,73.0 °F,80.9 °F,87.1 °F
3872,1987-07-09,78.1 °F,83.4 °F,87.1 °F
3873,1987-07-10,75.9 °F,82.4 °F,89.1 °F
3874,1987-07-11,73.0 °F,81.5 °F,89.1 °F
3875,1987-07-12,78.1 °F,83.5 °F,88.0 °F
3876,1987-07-13,68.0 °F,73.6 °F,82.9 °F
3877,1987-07-14,66.0 °F,69.1 °F,72.0 °F
3878,1987-07-15,61.0 °F,65.9 °F,71.1 °F
3879,1987-07-16,63.0 °F,67.2 °F,72.0 °F
3880,1987-07-17,64.9 °F,76.7 °F,84.9 °F
3881,1987-07-18,66.0 °F,80.0 °F,84.9 °F
3882,1987-07-19,75.0 °F,81.7 °F,89.1 °F
3883,1987-07-20,77.0 °F,85.5 °F,91.0 °F
3884,1987-07-21,70.0 °F,79.3 °F,89.1 °F
3885,1987-07-22,73.0 °F,81.2 °F,87.1 °F
3886,1987-07-23,75.0 °F,83.9 °F,90.0 °F
3887,1987-07-24,77.0 °F,84.8 °F,90.0 °F
3888,1987-07-25,77.0 °F,80.6 °F,87.1 °F
3889,1987-07-26,72.0 °F,78.1 °F,82.9 °F
3890,1987-07-27,66.9 °F,73.0 °F,77.0 °F
3891,1987-07-28,73.9 °F,76.5 °F,79.0 °F
3892,1987-07-29,73.0 °F,80.1 °F,89.1 °F
3893,1987-07-30,73.0 °F,78.9 °F,84.0 °F
3894,1987-07-31,75.9 °F,79.7 °F,84.9 °F
3895,1987-08-01,77.0 °F,80.6 °F,84.9 °F
3896,1987-08-02,82.0 °F,84.3 °F,89.1 °F
3897,1987-08-03,78.1 °F,82.3 °F,84.9 °F
3898,1987-08-04,73.9 °F,76.4 °F,82.9 °F
3899,1987-08-05,68.0 °F,72.4 °F,75.0 °F
3900,1987-08-06,70.0 °F,76.3 °F,82.0 °F
3901,1987-08-07,73.0 °F,80.8 °F,89.1 °F
3902,1987-08-08,72.0 °F,74.6 °F,78.1 °F
3903,1987-08-09,73.9 °F,76.1 °F,79.0 °F
3904,1987-08-10,68.0 °F,73.1 °F,75.0 °F
3905,1987-08-11,70.0 °F,74.6 °F,78.1 °F
3906,1987-08-12,70.0 °F,76.3 °F,80.1 °F
3907,1987-08-13,72.0 °F,77.5 °F,82.0 °F
3908,1987-08-14,72.0 °F,76.2 °F,82.9 °F
3909,1987-08-15,77.0 °F,83.3 °F,98.1 °F
3910,1987-08-16,75.9 °F,83.5 °F,90.0 °F
3911,1987-08-17,73.0 °F,81.3 °F,89.1 °F
3912,1987-08-18,66.0 °F,72.8 °F,82.0 °F
3913,1987-08-19,68.0 °F,76.4 °F,80.1 °F
3914,1987-08-20,70.0 °F,76.5 °F,80.1 °F
3915,1987-08-21,69.1 °F,77.1 °F,84.9 °F
3916,1987-08-22,69.1 °F,74.0 °F,84.0 °F
3917,1987-08-23,60.1 °F,67.3 °F,70.0 °F
3918,1987-08-24,59.0 °F,65.5 °F,70.0 °F
3919,1987-08-25,60.1 °F,61.9 °F,66.0 °F
3920,1987-08-26,60.1 °F,63.4 °F,66.9 °F
3921,1987-08-27,55.9 °F,65.0 °F,66.9 °F
3922,1987-08-28,55.0 °F,65.5 °F,69.1 °F
3923,1987-08-29,59.0 °F,68.4 °F,77.0 °F
3924,1987-08-30,66.0 °F,75.0 °F,82.0 °F
3925,1987-08-31,62.1 °F,69.4 °F,73.9 °F
3926,1987-09-01,57.9 °F,68.7 °F,77.0 °F
3927,1987-09-02,64.0 °F,67.2 °F,75.0 °F
3928,1987-09-03,62.1 °F,68.0 °F,73.0 °F
3929,1987-09-04,64.9 °F,72.0 °F,78.1 °F
3930,1987-09-05,70.0 °F,75.9 °F,80.1 °F
3931,1987-09-06,73.0 °F,78.0 °F,89.1 °F
3932,1987-09-07,72.0 °F,75.5 °F,79.0 °F
3933,1987-09-08,70.0 °F,72.8 °F,78.1 °F
3934,1987-09-09,69.1 °F,72.0 °F,73.9 °F
3935,1987-09-10,70.0 °F,72.1 °F,75.0 °F
3936,1987-09-11,64.9 °F,73.0 °F,80.1 °F
3937,1987-09-12,66.9 °F,72.3 °F,78.1 °F
3938,1987-09-13,59.0 °F,65.9 °F,73.9 °F
3939,1987-09-14,61.0 °F,67.1 °F,72.0 °F
3940,1987-09-15,68.0 °F,71.1 °F,75.0 °F
3941,1987-09-16,66.9 °F,70.4 °F,72.0 °F
3942,1987-09-17,66.9 °F,70.0 °F,72.0 °F
3943,1987-09-18,63.0 °F,66.0 °F,70.0 °F
3944,1987-09-19,57.0 °F,64.9 °F,71.1 °F
3945,1987-09-20,55.9 °F,60.4 °F,66.0 °F
3946,1987-09-21,53.1 °F,58.1 °F,61.0 °F
3947,1987-09-22,57.9 °F,61.7 °F,66.0 °F
3948,1988-06-21,80.1 °F,90.1 °F,100.0 °F
3949,1988-06-22,82.9 °F,90.6 °F,98.1 °F
3950,1988-06-23,66.9 °F,71.9 °F,79.0 °F
3951,1988-06-24,69.1 °F,73.7 °F,86.0 °F
3952,1988-06-25,78.1 °F,87.8 °F,98.1 °F
3953,1988-06-26,59.0 °F,64.0 °F,78.1 °F
3954,1988-06-27,61.0 °F,64.6 °F,66.9 °F
3955,1988-06-28,63.0 °F,70.2 °F,80.1 °F
3956,1988-06-29,60.1 °F,62.0 °F,64.9 °F
3957,1988-06-30,57.9 °F,61.5 °F,64.9 °F
3958,1988-07-01,60.1 °F,67.6 °F,73.9 °F
3959,1988-07-02,70.0 °F,72.7 °F,73.9 °F
3960,1988-07-03,69.1 °F,77.2 °F,82.0 °F
3961,1988-07-04,73.0 °F,79.3 °F,82.9 °F
3962,1988-07-05,75.9 °F,82.2 °F,86.0 °F
3963,1988-07-06,78.1 °F,85.7 °F,91.9 °F
3964,1988-07-07,82.9 °F,86.5 °F,93.9 °F
3965,1988-07-08,81.0 °F,88.7 °F,95.0 °F
3966,1988-07-09,81.0 °F,89.1 °F,95.0 °F
3967,1988-07-10,79.0 °F,83.8 °F,93.9 °F
3968,1988-07-11,72.0 °F,78.5 °F,82.9 °F
3969,1988-07-12,73.0 °F,75.6 °F,78.1 °F
3970,1988-07-13,73.9 °F,81.6 °F,93.0 °F
3971,1988-07-14,82.0 °F,86.8 °F,93.0 °F
3972,1988-07-15,78.1 °F,89.6 °F,100.9 °F
3973,1988-07-16,73.0 °F,85.9 °F,100.0 °F
3974,1988-07-17,71.1 °F,77.0 °F,82.0 °F
3975,1988-07-18,72.0 °F,74.6 °F,78.1 °F
3976,1988-07-19,73.0 °F,76.4 °F,80.1 °F
3977,1988-07-20,75.0 °F,76.7 °F,80.1 °F
3978,1988-07-21,72.0 °F,74.5 °F,78.1 °F
3979,1988-07-22,66.9 °F,74.5 °F,78.1 °F
3980,1988-07-23,72.0 °F,76.2 °F,79.0 °F
3981,1988-07-24,73.0 °F,78.7 °F,82.9 °F
3982,1988-07-25,72.0 °F,76.7 °F,81.0 °F
3983,1988-07-26,73.0 °F,76.4 °F,78.1 °F
3984,1988-07-27,71.1 °F,81.9 °F,90.0 °F
3985,1988-07-28,78.1 °F,88.3 °F,95.0 °F
3986,1988-07-29,78.1 °F,86.5 °F,91.9 °F
3987,1988-07-30,75.0 °F,84.2 °F,91.9 °F
3988,1988-07-31,75.9 °F,80.3 °F,84.0 °F
3989,1988-08-01,81.0 °F,91.1 °F,100.0 °F
3990,1988-08-02,84.0 °F,91.1 °F,98.1 °F
3991,1988-08-03,82.9 °F,88.7 °F,93.9 °F
3992,1988-08-04,82.0 °F,88.9 °F,95.0 °F
3993,1988-08-05,81.0 °F,85.8 °F,90.0 °F
3994,1988-08-06,73.9 °F,82.5 °F,88.0 °F
3995,1988-08-07,75.9 °F,83.7 °F,90.0 °F
3996,1988-08-08,80.1 °F,86.1 °F,97.0 °F
3997,1988-08-09,73.9 °F,80.5 °F,90.0 °F
3998,1988-08-10,75.0 °F,78.0 °F,82.9 °F
3999,1988-08-11,75.9 °F,84.0 °F,91.9 °F
4000,1988-08-12,80.1 °F,90.1 °F,96.1 °F
4001,1988-08-13,84.0 °F,90.3 °F,95.0 °F
4002,1988-08-14,82.9 °F,89.5 °F,98.1 °F
4003,1988-08-15,79.0 °F,87.9 °F,97.0 °F
4004,1988-08-16,81.0 °F,93.8 °F,105.1 °F
4005,1988-08-17,84.9 °F,97.0 °F,104.0 °F
4006,1988-08-18,81.0 °F,87.5 °F,100.9 °F
4007,1988-08-19,75.0 °F,77.8 °F,88.0 °F
4008,1988-08-20,75.0 °F,79.5 °F,82.9 °F
4009,1988-08-21,78.1 °F,80.1 °F,82.0 °F
4010,1988-08-22,75.0 °F,78.7 °F,81.0 °F
4011,1988-08-23,75.0 °F,82.0 °F,90.0 °F
4012,1988-08-24,72.0 °F,81.6 °F,88.0 °F
4013,1988-08-25,71.1 °F,79.6 °F,84.9 °F
4014,1988-08-26,68.0 °F,74.0 °F,84.0 °F
4015,1988-08-27,66.0 °F,71.6 °F,75.0 °F
4016,1988-08-28,66.0 °F,70.3 °F,75.0 °F
4017,1988-08-29,66.0 °F,70.4 °F,73.0 °F
4018,1988-08-30,64.9 °F,74.3 °F,81.0 °F
4019,1988-08-31,69.1 °F,77.8 °F,84.0 °F
4020,1988-09-01,69.1 °F,73.5 °F,79.0 °F
4021,1988-09-02,70.0 °F,77.4 °F,84.9 °F
4022,1988-09-03,71.1 °F,78.4 °F,84.9 °F
4023,1988-09-04,66.0 °F,69.5 °F,80.1 °F
4024,1988-09-05,53.1 °F,60.8 °F,66.9 °F
4025,1988-09-06,55.0 °F,61.5 °F,66.0 °F
4026,1988-09-07,57.9 °F,68.4 °F,77.0 °F
4027,1988-09-08,62.1 °F,72.8 °F,82.9 °F
4028,1988-09-09,70.0 °F,74.2 °F,82.9 °F
4029,1988-09-10,66.0 °F,73.3 °F,79.0 °F
4030,1988-09-11,68.0 °F,72.8 °F,77.0 °F
4031,1988-09-12,72.0 °F,77.1 °F,84.9 °F
4032,1988-09-13,64.0 °F,69.0 °F,82.9 °F
4033,1988-09-14,64.0 °F,70.7 °F,77.0 °F
4034,1988-09-15,63.0 °F,67.1 °F,70.0 °F
4035,1988-09-16,64.0 °F,69.6 °F,77.0 °F
4036,1988-09-17,71.1 °F,80.3 °F,91.9 °F
4037,1988-09-18,75.9 °F,81.3 °F,87.1 °F
4038,1988-09-19,71.1 °F,74.1 °F,79.0 °F
4039,1988-09-20,62.1 °F,64.3 °F,70.0 °F
4040,1988-09-21,57.9 °F,61.4 °F,68.0 °F
4041,1988-09-22,60.1 °F,70.6 °F,87.1 °F
4042,1989-06-21,66.0 °F,70.2 °F,73.9 °F
4043,1989-06-22,71.1 °F,80.0 °F,89.1 °F
4044,1989-06-23,75.0 °F,83.1 °F,91.0 °F
4045,1989-06-24,75.9 °F,77.6 °F,80.1 °F
4046,1989-06-25,70.0 °F,73.1 °F,77.0 °F
4047,1989-06-26,73.0 °F,82.7 °F,93.9 °F
4048,1989-06-27,73.9 °F,75.9 °F,78.1 °F
4049,1989-06-28,64.0 °F,70.2 °F,75.0 °F
4050,1989-06-29,63.0 °F,66.8 °F,70.0 °F
4051,1989-06-30,66.0 °F,71.7 °F,75.9 °F
4052,1989-07-01,71.1 °F,77.2 °F,86.0 °F
4053,1989-07-02,73.9 °F,77.9 °F,82.0 °F
4054,1989-07-03,73.0 °F,77.3 °F,81.0 °F
4055,1989-07-04,75.9 °F,78.0 °F,81.0 °F
4056,1989-07-05,75.0 °F,78.1 °F,80.1 °F
4057,1989-07-06,75.0 °F,81.4 °F,86.0 °F
4058,1989-07-07,78.1 °F,80.5 °F,82.9 °F
4059,1989-07-08,75.9 °F,78.6 °F,81.0 °F
4060,1989-07-09,75.0 °F,85.3 °F,98.1 °F
4061,1989-07-10,84.0 °F,92.4 °F,100.9 °F
4062,1989-07-11,75.0 °F,78.5 °F,81.0 °F
4063,1989-07-12,72.0 °F,75.2 °F,78.1 °F
4064,1989-07-13,73.0 °F,73.5 °F,75.0 °F
4065,1989-07-14,70.0 °F,73.8 °F,75.0 °F
4066,1989-07-15,72.0 °F,74.7 °F,78.1 °F
4067,1989-07-16,73.0 °F,78.0 °F,81.0 °F
4068,1989-07-17,72.0 °F,78.2 °F,82.0 °F
4069,1989-07-18,69.1 °F,77.5 °F,80.1 °F
4070,1989-07-19,68.0 °F,71.4 °F,73.9 °F
4071,1989-07-20,70.0 °F,71.4 °F,73.0 °F
4072,1989-07-21,70.0 °F,71.1 °F,73.0 °F
4073,1989-07-22,71.1 °F,76.0 °F,81.0 °F
4074,1989-07-23,73.9 °F,78.5 °F,82.0 °F
4075,1989-07-24,75.9 °F,80.6 °F,84.9 °F
4076,1989-07-25,77.0 °F,79.6 °F,82.0 °F
4077,1989-07-26,75.9 °F,78.9 °F,84.0 °F
4078,1989-07-27,75.9 °F,84.0 °F,91.9 °F
4079,1989-07-28,69.1 °F,71.0 °F,80.1 °F
