,date,min,avg,max
5434,1/9/06,33.8 °F,37.1 °F,39.2 °F
5435,1/10/06,26.1 °F,33.2 °F,39.9 °F
5436,1/11/06,26.1 °F,38.5 °F,43.0 °F
5437,1/12/06,36.0 °F,43.5 °F,55.9 °F
5438,1/13/06,33.1 °F,41.9 °F,55.9 °F
5439,1/14/06,30.0 °F,33.0 °F,48.0 °F
5440,1/15/06,28.4 °F,33.0 °F,43.0 °F
5441,1/16/06,33.1 °F,37.6 °F,45.0 °F
5442,1/17/06,30.2 °F,37.9 °F,44.6 °F
5443,1/18/06,21.2 °F,26.7 °F,33.8 °F
5444,1/19/06,33.1 °F,41.0 °F,55.4 °F
5445,1/20/06,33.8 °F,40.5 °F,51.8 °F
5446,1/21/06,24.8 °F,30.2 °F,33.8 °F
5447,1/22/06,19.4 °F,26.8 °F,35.6 °F
5448,1/23/06,18.0 °F,27.8 °F,36.0 °F
5449,1/24/06,23.0 °F,33.5 °F,39.9 °F
5450,1/25/06,28.9 °F,33.6 °F,39.9 °F
5451,1/26/06,24.8 °F,31.8 °F,42.8 °F
5452,1/27/06,23.0 °F,39.9 °F,48.9 °F
5453,1/28/06,35.1 °F,44.1 °F,48.9 °F
5454,1/29/06,42.8 °F,47.7 °F,51.8 °F
5455,1/30/06,32.0 °F,37.3 °F,50.0 °F
5456,1/31/06,30.9 °F,33.5 °F,39.9 °F
5457,2/1/06,33.1 °F,39.1 °F,48.2 °F
5458,2/2/06,30.2 °F,35.8 °F,42.8 °F
5459,2/3/06,33.1 °F,37.4 °F,44.6 °F
5460,2/4/06,26.6 °F,31.3 °F,37.4 °F
5461,2/5/06,21.2 °F,26.4 °F,33.8 °F
5462,2/6/06,19.4 °F,27.1 °F,35.6 °F
5463,2/7/06,19.4 °F,26.1 °F,32.0 °F
5464,2/8/06,21.9 °F,27.6 °F,32.0 °F
5465,2/9/06,17.6 °F,24.1 °F,30.9 °F
5466,2/10/06,26.6 °F,30.6 °F,37.4 °F
5467,2/11/06,28.4 °F,33.1 °F,35.6 °F
5468,2/12/06,23.0 °F,27.1 °F,30.0 °F
5469,2/13/06,17.6 °F,25.5 °F,35.6 °F
5470,2/14/06,26.6 °F,36.2 °F,55.4 °F
5471,2/15/06,35.6 °F,40.0 °F,48.2 °F
5472,2/16/06,33.1 °F,35.7 °F,42.1 °F
5473,2/17/06,19.0 °F,23.3 °F,34.0 °F
5474,2/18/06,-6.0 °F,3.9 °F,19.0 °F
5475,2/19/06,1.4 °F,7.8 °F,19.4 °F
5476,2/20/06,14.0 °F,20.5 °F,32.0 °F
5477,2/21/06,21.2 °F,28.6 °F,37.9 °F
5478,2/22/06,28.4 °F,35.6 °F,46.4 °F
5479,2/23/06,27.0 °F,35.0 °F,44.1 °F
5480,2/24/06,21.2 °F,32.2 °F,46.4 °F
5481,2/25/06,25.0 °F,36.0 °F,45.0 °F
5482,2/26/06,17.6 °F,25.3 °F,33.8 °F
5483,2/27/06,30.2 °F,33.0 °F,39.2 °F
5484,2/28/06,26.1 °F,30.3 °F,36.0 °F
5485,3/1/06,32.0 °F,35.1 °F,43.0 °F
5486,3/2/06,32.0 °F,35.7 °F,39.2 °F
5487,3/3/06,24.1 °F,30.6 °F,36.0 °F
5488,3/4/06,26.1 °F,30.3 °F,37.9 °F
5489,3/5/06,26.6 °F,29.8 °F,32.0 °F
5490,3/6/06,32.0 °F,33.3 °F,35.6 °F
5491,3/7/06,26.6 °F,34.0 °F,43.0 °F
5492,3/8/06,37.4 °F,43.3 °F,51.8 °F
5493,3/9/06,46.4 °F,53.4 °F,57.2 °F
5494,3/10/06,37.4 °F,42.7 °F,53.6 °F
5495,3/11/06,44.1 °F,53.2 °F,66.0 °F
5496,3/12/06,41.0 °F,51.2 °F,64.4 °F
5497,3/13/06,39.2 °F,50.5 °F,63.0 °F
5498,3/14/06,26.6 °F,33.6 °F,41.0 °F
5499,3/15/06,26.6 °F,34.2 °F,42.8 °F
5500,3/16/06,33.8 °F,36.1 °F,37.4 °F
5501,3/17/06,32.0 °F,34.6 °F,39.0 °F
5502,3/18/06,25.0 °F,32.2 °F,39.9 °F
5503,3/19/06,26.1 °F,34.4 °F,46.9 °F
5504,3/20/06,30.0 °F,33.8 °F,37.0 °F
5505,12/21/06,39.0 °F,42.3 °F,51.8 °F
5506,12/22/06,46.0 °F,52.5 °F,55.9 °F
5507,12/23/06,39.0 °F,40.9 °F,44.6 °F
5508,12/24/06,30.2 °F,37.5 °F,44.6 °F
5509,12/25/06,33.1 °F,37.8 °F,43.0 °F
5510,12/26/06,33.1 °F,35.1 °F,39.0 °F
5511,12/27/06,30.2 °F,34.3 °F,39.9 °F
5512,12/28/06,39.0 °F,42.0 °F,50.0 °F
5513,12/29/06,42.1 °F,46.9 °F,55.9 °F
5514,12/30/06,48.0 °F,50.9 °F,54.0 °F
5515,12/31/06,46.0 °F,50.9 °F,59.0 °F
5516,1/1/07,36.0 °F,42.8 °F,53.1 °F
5517,1/2/07,30.0 °F,36.3 °F,44.1 °F
5518,1/3/07,35.1 °F,40.3 °F,50.0 °F
5519,1/4/07,39.9 °F,43.8 °F,50.0 °F
5520,1/5/07,46.0 °F,49.7 °F,53.1 °F
5521,1/6/07,37.4 °F,42.5 °F,50.0 °F
5522,1/7/07,32.0 °F,37.7 °F,42.1 °F
5523,1/8/07,30.0 °F,36.0 °F,41.0 °F
5524,1/9/07,30.0 °F,33.7 °F,39.0 °F
5525,1/10/07,21.0 °F,26.8 °F,33.1 °F
5526,1/11/07,33.1 °F,40.3 °F,46.4 °F
5527,1/12/07,39.2 °F,47.9 °F,51.8 °F
5528,1/13/07,33.8 °F,35.4 °F,39.2 °F
5529,1/14/07,33.8 °F,35.1 °F,37.4 °F
5530,1/15/07,28.0 °F,34.0 °F,37.0 °F
5531,1/16/07,17.1 °F,22.9 °F,28.4 °F
5532,1/17/07,12.9 °F,17.8 °F,23.0 °F
5533,1/18/07,23.0 °F,28.9 °F,33.1 °F
5534,1/19/07,23.0 °F,28.3 °F,33.1 °F
5535,1/20/07,15.1 °F,23.1 °F,30.9 °F
5536,1/21/07,28.0 °F,29.6 °F,32.0 °F
5537,1/22/07,28.9 °F,32.1 °F,34.0 °F
5538,1/23/07,26.6 °F,28.3 °F,30.2 °F
5539,1/24/07,26.1 °F,27.2 °F,28.9 °F
5540,1/25/07,19.0 °F,23.6 °F,28.4 °F
5541,1/26/07,19.4 °F,27.9 °F,44.1 °F
5542,1/27/07,26.1 °F,32.2 °F,43.0 °F
5543,1/28/07,8.1 °F,16.5 °F,26.6 °F
5544,1/29/07,10.9 °F,16.7 °F,25.0 °F
5545,1/30/07,8.6 °F,16.1 °F,25.0 °F
5546,1/31/07,3.9 °F,11.1 °F,19.9 °F
5547,2/1/07,19.4 °F,21.6 °F,26.6 °F
5548,2/2/07,8.1 °F,11.6 °F,24.1 °F
5549,2/3/07,0.0 °F,7.6 °F,12.0 °F
5550,2/4/07,-5.1 °F,-1.6 °F,3.9 °F
5551,2/5/07,-9.0 °F,-2.4 °F,7.0 °F
5552,2/6/07,-2.9 °F,1.6 °F,10.0 °F
5553,2/7/07,0.0 °F,6.4 °F,12.0 °F
5554,2/8/07,-2.9 °F,3.8 °F,12.0 °F
5555,2/9/07,1.9 °F,9.1 °F,19.0 °F
5556,2/10/07,0.0 °F,7.5 °F,14.0 °F
5557,2/11/07,6.1 °F,14.0 °F,27.0 °F
5558,2/12/07,24.8 °F,28.1 °F,30.9 °F
5559,2/13/07,19.0 °F,23.7 °F,30.2 °F
5560,2/14/07,12.2 °F,17.7 °F,21.0 °F
5561,2/15/07,3.0 °F,9.7 °F,16.0 °F
5562,2/16/07,-4.0 °F,5.7 °F,12.9 °F
5563,2/17/07,14.0 °F,20.8 °F,27.0 °F
5564,2/18/07,15.1 °F,19.1 °F,24.1 °F
5565,2/19/07,15.1 °F,27.0 °F,43.0 °F
5566,2/20/07,30.9 °F,37.9 °F,46.9 °F
5567,2/21/07,24.8 °F,34.6 °F,46.9 °F
5568,2/22/07,33.1 °F,36.5 °F,42.1 °F
5569,2/23/07,27.0 °F,29.2 °F,34.0 °F
5570,2/24/07,26.1 °F,28.9 °F,32.0 °F
5571,2/25/07,28.4 °F,34.4 °F,39.2 °F
5572,2/26/07,30.0 °F,30.9 °F,32.0 °F
5573,2/27/07,28.4 °F,30.4 °F,32.0 °F
5574,2/28/07,28.9 °F,32.3 °F,36.0 °F
5575,3/1/07,33.8 °F,38.0 °F,48.2 °F
5576,3/2/07,28.0 °F,31.8 °F,42.8 °F
5577,3/3/07,21.2 °F,25.4 °F,28.9 °F
5578,3/4/07,15.1 °F,23.3 °F,32.0 °F
5579,3/5/07,24.1 °F,29.2 °F,33.1 °F
5580,3/6/07,15.1 °F,20.6 °F,24.1 °F
5581,3/7/07,21.2 °F,25.8 °F,28.4 °F
5582,3/8/07,19.0 °F,27.7 °F,39.0 °F
5583,3/9/07,30.9 °F,40.6 °F,55.9 °F
5584,3/10/07,33.1 °F,44.7 °F,53.1 °F
5585,3/11/07,28.9 °F,41.2 °F,54.0 °F
5586,3/12/07,39.0 °F,48.3 °F,63.0 °F
5587,3/13/07,48.0 °F,59.1 °F,73.9 °F
5588,3/14/07,42.1 °F,58.2 °F,71.1 °F
5589,3/15/07,32.0 °F,36.1 °F,41.0 °F
5590,3/16/07,26.1 °F,32.4 °F,39.0 °F
5591,3/17/07,25.0 °F,30.6 °F,37.9 °F
5592,3/18/07,24.1 °F,34.0 °F,46.9 °F
5593,3/19/07,36.0 °F,45.5 °F,61.0 °F
5594,3/20/07,30.9 °F,38.9 °F,57.0 °F
5595,12/21/07,33.8 °F,35.8 °F,37.9 °F
5596,12/22/07,35.6 °F,41.8 °F,48.9 °F
5597,12/23/07,15.1 °F,30.4 °F,52.0 °F
5598,12/24/07,19.0 °F,23.4 °F,26.6 °F
5599,12/25/07,24.1 °F,30.0 °F,42.1 °F
5600,12/26/07,28.9 °F,36.1 °F,45.0 °F
5601,12/27/07,32.0 °F,35.1 °F,41.0 °F
5602,12/28/07,30.2 °F,32.5 °F,34.0 °F
5603,12/29/07,21.9 °F,26.6 °F,34.0 °F
5604,12/30/07,24.1 °F,27.7 °F,33.8 °F
5605,12/31/07,24.1 °F,30.3 °F,32.0 °F
5606,1/1/08,15.1 °F,24.6 °F,32.0 °F
5607,1/2/08,3.0 °F,9.8 °F,21.0 °F
5608,1/3/08,1.0 °F,9.9 °F,19.0 °F
5609,1/4/08,19.0 °F,25.9 °F,33.1 °F
5610,1/5/08,34.0 °F,37.9 °F,43.0 °F
5611,1/6/08,42.1 °F,49.7 °F,60.8 °F
5612,1/7/08,55.4 °F,59.6 °F,64.9 °F
5613,1/8/08,45.0 °F,54.4 °F,57.2 °F
5614,1/9/08,30.2 °F,35.8 °F,41.0 °F
5615,1/10/08,33.1 °F,38.0 °F,44.1 °F
5616,1/11/08,33.1 °F,35.6 °F,39.2 °F
5617,1/12/08,27.0 °F,33.1 °F,42.1 °F
5618,1/13/08,30.0 °F,33.8 °F,39.0 °F
5619,1/14/08,21.2 °F,25.4 °F,30.0 °F
5620,1/15/08,13.8 °F,19.6 °F,26.6 °F
5621,1/16/08,21.0 °F,27.7 °F,39.0 °F
5622,1/17/08,19.0 °F,31.6 °F,34.0 °F
5623,1/18/08,10.0 °F,17.3 °F,28.9 °F
5624,1/19/08,-2.9 °F,4.9 °F,21.9 °F
5625,1/20/08,-4.0 °F,1.0 °F,10.0 °F
5626,1/21/08,7.0 °F,14.7 °F,28.4 °F
5627,1/22/08,10.9 °F,22.5 °F,30.9 °F
5628,1/23/08,7.0 °F,11.9 °F,16.0 °F
5629,1/24/08,-2.9 °F,5.7 °F,15.1 °F
5630,1/25/08,-2.9 °F,5.0 °F,18.0 °F
5631,1/26/08,17.6 °F,23.3 °F,32.0 °F
5632,1/27/08,12.0 °F,22.5 °F,36.0 °F
5633,1/28/08,28.0 °F,36.7 °F,44.1 °F
5634,1/29/08,30.2 °F,44.2 °F,48.9 °F
5635,1/30/08,-0.9 °F,7.1 °F,30.2 °F
5636,1/31/08,10.9 °F,17.3 °F,25.0 °F
5637,2/1/08,24.1 °F,27.2 °F,30.9 °F
5638,2/2/08,24.8 °F,27.4 °F,30.9 °F
5639,2/3/08,26.1 °F,28.5 °F,30.9 °F
5640,2/4/08,30.0 °F,33.7 °F,43.0 °F
5641,2/5/08,33.8 °F,36.9 °F,43.0 °F
5642,2/6/08,30.2 °F,33.7 °F,35.1 °F
5643,2/7/08,26.1 °F,27.4 °F,30.9 °F
5644,2/8/08,26.1 °F,30.3 °F,37.0 °F
5645,2/9/08,28.0 °F,32.6 °F,39.0 °F
5646,2/10/08,-2.9 °F,8.0 °F,32.0 °F
5647,2/11/08,-2.9 °F,2.4 °F,12.0 °F
5648,2/12/08,12.2 °F,16.4 °F,21.9 °F
5649,2/13/08,9.0 °F,16.2 °F,23.0 °F
5650,2/14/08,15.1 °F,23.6 °F,36.0 °F
5651,2/15/08,15.1 °F,23.1 °F,36.0 °F
5652,2/16/08,10.9 °F,19.6 °F,33.1 °F
5653,2/17/08,30.9 °F,40.1 °F,51.8 °F
5654,2/18/08,12.0 °F,25.6 °F,33.8 °F
5655,2/19/08,3.9 °F,9.1 °F,16.0 °F
5656,2/20/08,6.1 °F,13.6 °F,19.9 °F
5657,2/21/08,10.0 °F,15.9 °F,23.0 °F
5658,2/22/08,19.9 °F,23.9 °F,28.9 °F
5659,2/23/08,21.0 °F,27.2 °F,35.1 °F
5660,2/24/08,19.9 °F,27.6 °F,37.0 °F
5661,2/25/08,30.0 °F,32.2 °F,34.0 °F
5662,2/26/08,24.1 °F,29.8 °F,35.6 °F
5663,2/27/08,16.0 °F,21.0 °F,25.0 °F
5664,2/28/08,10.0 °F,19.1 °F,25.0 °F
5665,2/29/08,21.2 °F,30.5 °F,37.9 °F
5666,3/1/08,23.0 °F,29.7 °F,36.0 °F
5667,3/2/08,30.0 °F,41.3 °F,55.9 °F
5668,3/3/08,28.4 °F,44.6 °F,57.0 °F
5669,3/4/08,25.0 °F,28.4 °F,30.9 °F
5670,3/5/08,21.0 °F,29.4 °F,37.0 °F
5671,3/6/08,24.1 °F,30.4 °F,35.1 °F
5672,3/7/08,21.9 °F,25.2 °F,30.0 °F
5673,3/8/08,15.8 °F,20.4 °F,25.0 °F
5674,3/9/08,21.0 °F,26.4 °F,37.0 °F
5675,3/10/08,28.9 °F,31.0 °F,35.1 °F
5676,3/11/08,23.0 °F,32.7 °F,48.0 °F
5677,3/12/08,30.0 °F,37.2 °F,45.0 °F
5678,3/13/08,36.0 °F,45.4 °F,59.0 °F
5679,3/14/08,34.0 °F,46.4 °F,55.0 °F
5680,3/15/08,33.8 °F,38.7 °F,50.0 °F
5681,3/16/08,30.0 °F,32.6 °F,37.0 °F
5682,3/17/08,30.0 °F,34.4 °F,39.0 °F
5683,3/18/08,35.6 °F,39.8 °F,46.4 °F
5684,3/19/08,37.0 °F,40.7 °F,46.9 °F
5685,3/20/08,28.0 °F,37.9 °F,48.0 °F
5686,12/21/08,-5.1 °F,4.2 °F,24.8 °F
5687,12/22/08,-2.9 °F,-0.1 °F,5.0 °F
5688,12/23/08,3.9 °F,16.6 °F,30.2 °F
5689,12/24/08,17.1 °F,31.9 °F,35.6 °F
5690,12/25/08,3.0 °F,10.2 °F,19.9 °F
5691,12/26/08,19.9 °F,31.1 °F,42.1 °F
5692,12/27/08,46.0 °F,54.1 °F,62.6 °F
5693,12/28/08,24.8 °F,34.4 °F,54.0 °F
5694,12/29/08,28.9 °F,34.5 °F,44.1 °F
5695,12/30/08,28.0 °F,33.4 °F,41.0 °F
5696,12/31/08,12.9 °F,21.5 °F,39.9 °F
5697,1/1/09,15.1 °F,22.2 °F,30.9 °F
5698,1/2/09,23.0 °F,27.7 °F,32.0 °F
5699,1/3/09,19.0 °F,26.3 °F,35.6 °F
5700,1/4/09,24.1 °F,34.8 °F,37.9 °F
5701,1/5/09,12.2 °F,19.5 °F,28.4 °F
5702,1/6/09,19.4 °F,24.9 °F,30.9 °F
5703,1/7/09,19.4 °F,27.3 °F,28.9 °F
5704,1/8/09,12.0 °F,15.9 °F,21.0 °F
5705,1/9/09,14.0 °F,20.3 °F,28.9 °F
5706,1/10/09,24.8 °F,28.0 °F,28.4 °F
5707,1/11/09,17.1 °F,20.2 °F,25.0 °F
5708,1/12/09,14.0 °F,20.4 °F,26.6 °F
5709,1/13/09,5.0 °F,19.4 °F,30.9 °F
5710,1/14/09,1.0 °F,7.5 °F,16.0 °F
5711,1/15/09,-9.9 °F,-3.6 °F,8.1 °F
5712,1/16/09,-18.0 °F,-9.2 °F,1.9 °F
5713,1/17/09,-2.9 °F,12.3 °F,25.0 °F
5714,1/18/09,10.0 °F,16.9 °F,25.0 °F
5715,1/19/09,12.2 °F,16.0 °F,24.8 °F
5716,1/20/09,12.2 °F,18.5 °F,25.0 °F
5717,1/21/09,10.0 °F,18.7 °F,28.9 °F
5718,1/22/09,15.8 °F,24.3 °F,35.6 °F
5719,1/23/09,27.0 °F,30.2 °F,34.0 °F
5720,1/24/09,3.2 °F,12.3 °F,26.6 °F
5721,1/25/09,1.4 °F,7.8 °F,17.6 °F
5722,1/26/09,6.8 °F,11.5 °F,17.6 °F
5723,1/27/09,10.0 °F,15.2 °F,23.0 °F
5724,1/28/09,12.2 °F,16.4 °F,19.4 °F
5725,1/29/09,12.2 °F,20.1 °F,28.4 °F
5726,1/30/09,8.6 °F,14.4 °F,21.2 °F
5727,1/31/09,6.8 °F,19.3 °F,37.4 °F
5728,2/1/09,26.1 °F,34.3 °F,39.0 °F
5729,2/2/09,19.0 °F,25.2 °F,32.0 °F
5730,2/3/09,3.0 °F,13.0 °F,23.0 °F
5731,2/4/09,3.0 °F,11.4 °F,18.0 °F
5732,2/5/09,5.0 °F,13.4 °F,26.6 °F
5733,2/6/09,15.8 °F,26.7 °F,44.6 °F
5734,2/7/09,41.0 °F,48.4 °F,59.0 °F
5735,2/8/09,28.4 °F,37.8 °F,50.0 °F
5736,2/9/09,28.4 °F,37.5 °F,53.6 °F
5737,2/10/09,50.0 °F,55.0 °F,62.6 °F
5738,2/11/09,39.2 °F,48.2 °F,53.6 °F
5739,2/12/09,33.1 °F,36.4 °F,39.9 °F
5740,2/13/09,26.1 °F,31.0 °F,37.0 °F
5741,2/14/09,28.4 °F,30.5 °F,33.8 °F
5742,2/15/09,19.0 °F,25.1 °F,32.0 °F
5743,2/16/09,17.6 °F,25.5 °F,33.8 °F
5744,2/17/09,26.6 °F,32.2 °F,41.0 °F
5745,2/18/09,33.8 °F,36.7 °F,39.2 °F
5746,2/19/09,10.0 °F,18.1 °F,33.1 °F
5747,2/20/09,12.2 °F,19.7 °F,28.4 °F
5748,2/21/09,19.4 °F,24.9 °F,30.2 °F
5749,2/22/09,12.9 °F,20.8 °F,25.0 °F
5750,2/23/09,10.4 °F,18.0 °F,26.6 °F
5751,2/24/09,19.9 °F,27.3 °F,39.9 °F
5752,2/25/09,33.8 °F,40.8 °F,55.4 °F
5753,2/26/09,34.0 °F,41.3 °F,52.0 °F
5754,2/27/09,23.0 °F,35.2 °F,54.0 °F
5755,2/28/09,21.2 °F,24.4 °F,28.4 °F
5756,3/1/09,17.6 °F,20.5 °F,23.0 °F
5757,3/2/09,15.1 °F,18.8 °F,21.9 °F
5758,3/3/09,19.0 °F,23.2 °F,30.0 °F
5759,3/4/09,28.0 °F,33.5 °F,45.0 °F
5760,3/5/09,39.2 °F,48.8 °F,64.4 °F
5761,3/6/09,51.1 °F,57.0 °F,66.9 °F
5762,3/7/09,39.0 °F,43.5 °F,52.0 °F
5763,3/8/09,39.2 °F,42.3 °F,55.4 °F
5764,3/9/09,33.8 °F,37.3 °F,42.8 °F
5765,3/10/09,37.4 °F,48.6 °F,62.6 °F
5766,3/11/09,19.4 °F,31.3 °F,60.8 °F
5767,3/12/09,15.8 °F,20.5 °F,26.6 °F
5768,3/13/09,21.2 °F,27.8 °F,41.0 °F
5769,3/14/09,26.1 °F,36.8 °F,50.0 °F
5770,3/15/09,32.0 °F,42.6 °F,57.2 °F
5771,3/16/09,42.8 °F,51.1 °F,64.4 °F
5772,3/17/09,46.4 °F,58.0 °F,73.4 °F
5773,3/18/09,50.0 °F,55.4 °F,70.0 °F
5774,3/19/09,32.0 °F,41.5 °F,51.1 °F
5775,3/20/09,26.6 °F,32.7 °F,42.8 °F
5776,12/21/09,26.1 °F,27.7 °F,28.9 °F
5777,12/22/09,28.0 °F,29.8 °F,32.0 °F
5778,12/23/09,30.0 °F,30.7 °F,32.0 °F
5779,12/24/09,32.0 °F,32.6 °F,35.6 °F
5780,12/25/09,26.1 °F,37.3 °F,43.0 °F
5781,12/26/09,19.9 °F,24.2 °F,27.0 °F
5782,12/27/09,19.0 °F,21.0 °F,24.8 °F
5783,12/28/09,15.8 °F,23.4 °F,30.2 °F
5784,12/29/09,10.0 °F,18.7 °F,26.1 °F
5785,12/30/09,17.6 °F,23.8 °F,30.2 °F
5786,12/31/09,17.6 °F,29.5 °F,33.8 °F
5787,1/1/10,5.0 °F,11.8 °F,18.0 °F
5788,1/2/10,3.0 °F,8.7 °F,12.9 °F
5789,1/3/10,1.0 °F,8.6 °F,19.0 °F
5790,1/4/10,8.6 °F,13.0 °F,19.4 °F
5791,1/5/10,15.1 °F,17.8 °F,23.0 °F
5792,1/6/10,8.1 °F,15.9 °F,23.0 °F
5793,1/7/10,15.1 °F,17.9 °F,21.2 °F
5794,1/8/10,17.6 °F,21.8 °F,28.4 °F
5795,1/9/10,8.6 °F,15.9 °F,23.0 °F
5796,1/10/10,-0.4 °F,9.6 °F,19.4 °F
5797,1/11/10,10.9 °F,19.5 °F,27.0 °F
5798,1/12/10,24.8 °F,26.6 °F,30.9 °F
5799,1/13/10,17.6 °F,24.3 °F,34.0 °F
5800,1/14/10,30.0 °F,34.0 °F,41.0 °F
5801,1/15/10,28.0 °F,32.3 °F,37.9 °F
5802,1/16/10,24.1 °F,26.6 °F,30.9 °F
5803,1/17/10,21.2 °F,26.2 °F,35.6 °F
5804,1/18/10,27.0 °F,29.0 °F,30.9 °F
5805,1/19/10,24.1 °F,29.9 °F,37.9 °F
5806,1/20/10,30.2 °F,31.0 °F,33.8 °F
5807,1/21/10,30.2 °F,31.8 °F,35.6 °F
5808,1/22/10,33.1 °F,34.5 °F,36.0 °F
5809,1/23/10,33.8 °F,36.6 °F,42.8 °F
5810,1/24/10,35.6 °F,43.5 °F,46.9 °F
5811,1/25/10,26.6 °F,30.9 °F,35.6 °F
5812,1/26/10,17.6 °F,20.7 °F,26.6 °F
5813,1/27/10,10.0 °F,15.0 °F,23.0 °F
5814,1/28/10,8.6 °F,14.0 °F,24.8 °F
5815,1/29/10,5.0 °F,11.2 °F,21.0 °F
5816,1/30/10,17.1 °F,19.9 °F,25.0 °F
5817,1/31/10,15.1 °F,21.6 °F,30.0 °F
5818,2/1/10,17.6 °F,24.0 °F,33.8 °F
5819,2/2/10,26.6 °F,29.2 °F,32.0 °F
5820,2/3/10,23.0 °F,26.9 °F,33.1 °F
5821,2/4/10,24.1 °F,29.2 °F,34.0 °F
5822,2/5/10,30.2 °F,32.9 °F,35.6 °F
5823,2/6/10,26.1 °F,28.0 °F,33.8 °F
5824,2/7/10,21.2 °F,25.9 °F,30.2 °F
5825,2/8/10,21.0 °F,24.9 °F,28.9 °F
5826,2/9/10,23.0 °F,26.0 °F,28.9 °F
5827,2/10/10,23.0 °F,25.4 °F,28.4 °F
5828,2/11/10,10.0 °F,20.6 °F,30.9 °F
5829,2/12/10,14.0 °F,21.7 °F,33.1 °F
5830,2/13/10,12.9 °F,21.8 °F,30.9 °F
5831,2/14/10,9.0 °F,20.2 °F,30.9 °F
5832,2/15/10,14.0 °F,22.4 °F,28.9 °F
5833,2/16/10,24.8 °F,28.3 °F,32.0 °F
5834,2/17/10,28.4 °F,30.5 °F,33.8 °F
5835,2/18/10,30.0 °F,33.4 °F,39.9 °F
5836,2/19/10,21.2 °F,30.1 °F,44.6 °F
5837,2/20/10,30.0 °F,33.5 °F,39.9 °F
5838,2/21/10,33.8 °F,35.4 °F,37.4 °F
5839,2/22/10,32.0 °F,32.5 °F,34.0 °F
5840,2/23/10,28.4 °F,30.8 °F,33.8 °F
5841,2/24/10,21.2 °F,24.6 °F,28.4 °F
5842,2/25/10,23.0 °F,26.5 °F,30.2 °F
5843,2/26/10,17.6 °F,24.1 °F,33.8 °F
5844,2/27/10,28.0 °F,30.7 °F,34.0 °F
5845,2/28/10,33.1 °F,34.5 °F,37.9 °F
5846,3/1/10,32.0 °F,33.5 °F,35.6 °F
5847,3/2/10,32.0 °F,32.4 °F,33.8 °F
5848,3/3/10,26.1 °F,32.2 °F,41.0 °F
5849,3/4/10,24.8 °F,33.5 °F,42.8 °F
5850,3/5/10,25.0 °F,32.3 °F,39.0 °F
5851,3/6/10,23.0 °F,34.2 °F,46.9 °F
5852,3/7/10,30.9 °F,37.9 °F,46.9 °F
5853,3/8/10,35.6 °F,40.2 °F,46.4 °F
5854,3/9/10,30.2 °F,40.3 °F,51.8 °F
5855,3/10/10,46.4 °F,52.9 °F,62.6 °F
5856,3/11/10,50.0 °F,54.8 °F,62.6 °F
5857,3/12/10,42.1 °F,49.9 °F,57.9 °F
5858,3/13/10,42.8 °F,46.1 °F,48.2 °F
5859,3/14/10,39.2 °F,43.2 °F,48.2 °F
5860,3/15/10,42.8 °F,44.2 °F,48.2 °F
5861,3/16/10,37.4 °F,46.8 °F,60.8 °F
5862,3/17/10,33.1 °F,46.6 °F,61.0 °F
5863,3/18/10,39.2 °F,49.9 °F,62.6 °F
5864,3/19/10,45.0 °F,54.4 °F,64.9 °F
5865,3/20/10,32.0 °F,37.2 °F,55.9 °F
5866,12/21/10,24.8 °F,27.8 °F,30.9 °F
5867,12/22/10,19.0 °F,28.7 °F,36.0 °F
5868,12/23/10,19.9 °F,27.1 °F,35.1 °F
5869,12/24/10,28.0 °F,29.4 °F,32.0 °F
5870,12/25/10,26.6 °F,29.7 °F,32.0 °F
5871,12/26/10,26.1 °F,29.2 °F,32.0 °F
5872,12/27/10,15.8 °F,21.1 °F,28.4 °F
5873,12/28/10,14.0 °F,19.6 °F,28.4 °F
5874,12/29/10,17.6 °F,25.2 °F,36.0 °F
5875,12/30/10,35.1 °F,39.9 °F,46.9 °F
5876,12/31/10,46.4 °F,50.0 °F,55.4 °F
5877,1/1/11,19.0 °F,34.1 °F,55.9 °F
5878,1/2/11,12.9 °F,18.0 °F,25.0 °F
5879,1/3/11,21.9 °F,27.0 °F,36.0 °F
5880,1/4/11,19.9 °F,26.6 °F,34.0 °F
5881,1/5/11,10.9 °F,19.4 °F,30.9 °F
5882,1/6/11,23.0 °F,27.6 °F,32.0 °F
5883,1/7/11,17.1 °F,19.6 °F,24.1 °F
5884,1/8/11,10.0 °F,16.2 °F,24.1 °F
5885,1/9/11,10.9 °F,19.4 °F,30.9 °F
5886,1/10/11,19.0 °F,25.8 °F,32.0 °F
5887,1/11/11,23.0 °F,26.1 °F,28.0 °F
5888,1/12/11,21.9 °F,25.2 °F,28.4 °F
5889,1/13/11,19.0 °F,23.5 °F,27.0 °F
5890,1/14/11,15.8 °F,20.2 °F,27.0 °F
5891,1/15/11,21.9 °F,23.7 °F,27.0 °F
5892,1/16/11,10.9 °F,18.2 °F,24.1 °F
5893,1/17/11,19.0 °F,24.5 °F,34.0 °F
5894,1/18/11,25.0 °F,32.0 °F,35.6 °F
5895,1/19/11,19.0 °F,22.8 °F,25.0 °F
5896,1/20/11,16.0 °F,18.4 °F,21.9 °F
5897,1/21/11,-0.9 °F,6.6 °F,16.0 °F
5898,1/22/11,3.9 °F,10.7 °F,19.4 °F
